,TEY,NOX
4458,129.23,49.965
2650,118.43,71.577
1103,133.75,67.132
3950,133.78,64.688
1480,110.08,115.12
2584,109.79,63.355
3345,128.26,46.641
585,131.73,84.625
529,167.31,67.591
7271,130.25,68.691
5958,157.21,73.265
1280,134.37,75.342
5534,130.95,39.556
4766,112.13,53.732
6701,150.39,52.793
462,169.68,68.879
3255,109.05,61.575
3699,148.94,49.992
5120,134.77,57.586
3722,111.98,51.57
2567,109.02,56.75
4331,148.11,54.8
6084,133.9,63.722
4413,134.24,52.763
614,133.12,83.143
6759,160.27,65.755
5738,134.58,64.955
718,122.97,67.537
3831,150.45,45.932
6,131.53,83.171
4413,146.59,55.247
2822,141.37,55.238
3364,133.76,66.759
4649,110.77,47.368
6790,133.51,84.64
4863,121.96,41.205
2998,150.11,55.233
3026,145.2,63.635
6665,160.65,68.538
3567,134.03,61.667
4221,129.23,54.49
581,129.89,65.274
3301,125.35,48.511
6812,123.94,58.803
1703,162.08,65.302
6107,162.46,65.41
5949,133.13,64.752
6518,161.2,67.26
1619,122.61,83.314
1362,109.21,107.56
4088,121.32,58.134
1589,133.7,74.872
6030,133.93,62.207
5476,114.78,56.255
6221,151.99,60.941
2751,108.77,60.358
1937,160.17,71.514
2418,110.74,64.094
1684,133.79,71.621
1375,133.91,85.511
6656,155.76,73.44
5255,147.84,58.287
5362,112.53,54.901
7467,134.41,77.138
4963,121.34,51.197
4270,148.92,55.502
5442,134.77,68.447
6792,119.86,56.004
2917,137.55,54.021
29,109.03,98.788
4167,146.83,54.668
6305,157.96,65.632
7487,162.21,65.018
6928,118.86,86.009
6914,132.85,71.259
1065,151.03,71.123
5090,133.46,65.544
4481,129.07,46.493
1073,134.37,75.866
2898,110.33,63.684
6250,128.5,64.345
4745,134.85,55.887
2238,133.89,74.905
6853,110.37,70.983
1755,158.24,58.395
2193,135.26,59.677
4036,128.9,50.876
3736,147.48,55.286
4523,150.25,57.092
356,162.73,68.94
4778,133.09,53.477
1582,107.7,70.001
6698,134.31,64.439
112,118.99,83.232
5591,135.25,60.162
687,128.56,65.854
447,133.68,78.413
1973,132.97,75.064
965,134.53,85.274
3502,146.43,52.782
3771,134.14,66.564
6870,111.32,67.567
7161,133.77,70.103
2093,132.81,62.356
6789,130.46,51.904
6477,152.42,68.06
5907,101.78,93.029
2759,111.08,59.56
1663,133.08,82.259
6950,134.68,60.096
5806,118.85,65.108
4766,147.38,59.712
5706,153.23,58.123
6191,104.47,76.051
7294,133.95,77.249
7090,163.2,71.448
778,121.67,93.352
6561,123.77,65.118
923,133.75,60.439
7291,131.06,67.078
5656,153.14,56.203
4725,132.81,67.276
551,109.69,73.704
3232,149.04,54.88
7298,135.12,82.438
5575,133.78,61.634
2125,133.24,60.594
3164,123.32,57.974
1272,134.13,81.394
5698,121.87,66.21
3597,127.0,50.999
3846,101.81,67.459
2846,147.77,59.479
5704,131.35,49.721
5779,133.76,70.059
419,161.86,61.708
2910,133.85,67.632
5219,149.94,57.899
3019,146.31,59.653
281,159.46,67.443
6765,130.4,54.271
241,134.36,78.369
3353,110.59,54.575
2642,108.37,50.504
6197,155.18,71.728
902,166.96,61.869
4570,149.36,57.92
3504,152.77,46.374
2276,134.41,60.573
2674,133.97,70.39
758,162.25,63.418
1703,133.14,61.1
4473,110.47,52.412
7071,108.41,99.579
6842,158.06,35.661
3551,152.78,49.249
2411,161.24,62.891
6644,133.47,67.416
2508,107.58,52.201
1764,111.67,77.813
3364,133.8,60.133
5696,131.05,46.225
5824,108.6,56.546
6952,159.63,59.053
1119,134.59,74.486
5289,133.46,60.416
3904,129.39,46.887
2232,127.54,74.5
4691,123.55,47.686
7394,170.6,67.191
6084,150.31,61.265
333,172.15,66.02
3499,153.06,56.715
3201,133.2,61.602
5530,134.25,84.27
4474,134.2,70.909
6087,134.32,64.669
3164,132.57,64.169
5680,133.42,67.309
2313,126.92,63.558
1578,134.17,58.589
2844,122.18,51.779
6930,115.28,63.424
2750,110.19,58.192
3536,149.66,55.182
6271,153.68,44.963
5890,152.74,60.45
6777,133.72,75.783
1360,134.27,62.642
4435,134.54,66.278
7338,133.23,75.27
5776,134.0,68.619
2688,153.66,58.018
2852,109.79,62.089
6422,133.46,63.816
1986,135.16,67.5
5279,132.31,54.549
3216,146.6,61.575
2228,135.02,63.223
1237,134.6,62.163
5977,134.58,63.077
3700,133.49,62.055
1661,133.99,63.964
3338,109.66,45.94
4172,114.97,52.399
4747,131.46,66.013
6669,135.05,61.933
7083,116.88,77.02
3860,148.84,47.088
2654,138.15,55.489
1893,112.62,82.026
3564,108.98,65.206
4604,134.91,65.808
881,133.66,78.945
5734,150.52,67.527
833,157.71,76.773
1733,134.03,65.316
4108,127.53,48.606
3271,108.96,57.378
2799,101.72,77.447
3488,133.78,59.99
1687,135.41,81.586
745,165.41,68.054
74,139.67,79.405
1668,109.36,73.99
6934,133.22,79.191
2078,133.37,62.877
5295,129.42,54.607
6242,153.8,58.578
5696,133.84,63.13
3976,134.24,62.745
2378,156.91,63.738
1443,163.23,69.824
2956,141.69,53.885
1928,149.9,65.194
22,129.19,82.624
5834,109.18,64.769
2878,132.78,69.951
1931,114.0,75.182
4877,109.75,54.035
4243,135.34,69.368
521,134.43,75.004
4683,110.22,49.655
4284,128.3,53.754
3403,146.31,49.754
4793,135.61,64.196
3322,132.79,59.067
1333,134.74,76.659
2619,158.69,62.569
1414,109.19,69.686
1217,133.67,86.616
6487,121.43,62.071
5359,128.26,52.14
2271,117.22,65.095
6849,132.85,60.399
1349,138.04,78.217
7292,134.77,82.275
6505,133.76,78.382
3500,128.03,51.528
506,165.75,70.735
6422,134.7,72.126
4745,134.2,66.303
6620,108.74,55.652
3304,129.62,50.496
7316,161.75,63.873
4066,148.57,57.094
7541,112.99,102.46
2652,122.71,63.143
1816,107.26,76.986
667,164.25,74.484
727,162.66,71.524
6843,133.85,64.744
6768,130.46,54.79
3125,151.23,56.215
2353,108.16,65.42
4493,134.33,69.352
5305,146.14,64.461
1346,133.7,83.198
4163,145.78,56.554
1003,162.63,69.35
3098,133.8,70.799
3025,145.57,62.657
123,162.07,82.022
4943,122.53,49.161
5105,109.99,43.242
5466,110.06,58.034
4910,129.13,54.515
6345,147.37,85.673
2799,150.3,59.142
7198,125.74,76.71
2092,132.45,59.713
253,157.38,73.522
6243,111.53,55.755
2738,132.71,66.877
5552,147.82,58.313
1227,134.27,77.565
6041,130.31,56.949
4882,113.11,52.949
3728,108.83,56.774
2565,111.07,91.665
4504,111.19,63.561
6667,114.52,63.861
4422,128.7,52.681
3300,118.21,61.04
1627,137.12,62.585
5009,109.68,53.689
6363,110.69,76.649
2676,134.15,69.076
2100,157.65,46.705
6290,126.93,66.27
230,159.73,73.022
3188,127.7,52.699
6474,161.07,66.903
6351,134.68,74.533
1770,134.45,72.422
2046,110.94,81.692
1818,128.74,82.889
6153,109.67,61.972
5470,133.83,66.813
3788,133.85,65.889
101,110.42,92.398
5965,111.74,59.67
4225,128.77,50.804
7016,135.15,64.892
3836,134.41,69.843
3744,134.45,62.473
7092,130.81,62.352
1817,106.05,73.497
1661,154.29,77.322
4444,120.11,58.012
4187,133.81,65.954
2143,132.66,72.145
6754,132.42,68.569
260,118.86,55.741
5956,135.78,68.567
1225,134.06,78.819
210,133.85,63.531
2523,134.14,69.617
6529,128.94,59.286
6335,128.32,79.491
4823,125.99,66.145
6944,161.5,58.31
3171,148.59,49.993
2504,109.95,61.72
3088,133.62,63.484
4312,135.07,65.603
6134,156.77,67.612
1519,133.38,69.86
5892,151.76,59.577
6657,117.71,66.497
6514,130.48,53.333
5020,111.73,58.716
6985,133.49,70.982
2661,108.46,55.822
4021,153.22,54.163
4690,122.92,47.71
5228,150.05,52.956
1631,133.75,86.712
493,107.17,83.771
4802,122.39,52.609
4534,146.32,56.951
7378,133.22,74.583
6042,130.17,56.633
2811,154.68,58.876
1271,167.34,65.442
2824,133.81,68.6
759,130.62,75.688
2682,134.51,69.508
5701,154.07,68.352
1958,107.61,58.635
4969,145.09,61.443
1725,135.12,62.973
2083,127.36,74.657
5951,134.14,64.133
2068,119.7,87.074
2757,152.71,60.113
4579,134.85,61.473
5754,135.75,58.679
4703,131.8,54.353
920,109.12,86.959
6552,128.03,59.452
5902,133.4,65.951
5724,129.27,49.826
5862,127.41,63.452
3787,109.65,45.464
4769,147.41,57.452
3830,133.84,64.933
553,127.72,77.744
4538,109.51,49.335
2253,135.47,65.022
2707,156.68,65.45
2457,135.02,72.987
6108,101.29,90.031
1702,134.84,61.469
5688,122.1,66.274
3769,133.82,63.979
5719,134.1,63.833
2266,155.69,65.617
5851,130.0,47.18
2943,135.44,54.107
2815,138.84,57.106
974,160.31,72.154
6979,132.78,70.053
305,134.75,83.592
1521,138.62,63.587
7052,156.06,74.766
5885,113.78,62.062
3666,133.1,61.0
2898,140.08,56.078
1773,157.18,63.519
5059,110.4,51.901
332,133.67,74.563
4716,143.54,65.351
2159,104.89,71.795
2264,131.74,68.637
6364,155.42,48.993
5657,144.87,55.207
2190,134.9,57.104
2546,118.18,78.579
5783,134.23,60.143
604,161.11,65.666
2667,133.88,69.518
6824,121.86,63.855
6739,134.37,61.55
383,133.67,79.274
3460,112.4,52.172
7486,163.47,63.409
4476,147.46,55.546
3484,129.01,52.594
5174,112.19,55.573
4241,128.55,54.224
7004,134.67,72.147
224,167.3,56.959
36,134.99,75.942
3187,127.43,53.813
6098,136.62,64.115
6075,129.14,57.99
7240,133.74,79.798
6768,166.03,60.202
5914,107.94,81.645
493,131.32,73.088
2436,130.18,56.384
7392,167.61,70.9
1306,110.31,105.23
4633,146.86,57.121
6627,136.57,63.475
3951,132.04,59.656
2403,162.59,50.604
5337,134.43,60.263
800,130.33,83.345
2595,153.91,64.423
2095,113.95,65.3
800,165.84,72.42
5983,155.32,64.486
743,134.41,58.425
5084,109.99,45.7
4955,135.55,60.149
277,163.13,68.491
6723,157.5,66.195
1193,133.11,78.884
3518,151.72,48.872
3024,154.65,57.686
4567,134.73,59.004
3085,124.84,64.252
4491,147.34,54.643
2423,147.49,70.273
2055,133.23,71.623
619,129.96,64.914
5302,149.71,53.525
1107,109.26,73.366
3725,133.84,57.596
845,129.95,81.642
5950,123.38,55.537
3979,127.14,53.858
5268,131.99,56.341
2301,134.38,59.857
7131,161.86,68.442
6457,163.09,57.432
833,120.2,84.918
573,131.99,81.637
6502,103.02,86.044
2098,134.7,62.459
7583,110.53,90.677
7126,157.75,71.299
6390,117.78,64.698
4541,134.55,60.453
6397,134.15,76.167
2731,115.9,60.092
6239,156.44,58.186
6653,125.29,73.167
6495,134.46,68.726
276,160.44,69.676
6105,109.3,51.862
1457,133.66,76.009
6875,135.32,66.893
6178,130.09,56.222
6571,133.59,64.667
5780,133.52,68.944
6964,128.8,74.91
6621,132.49,62.882
1660,149.75,75.441
3304,133.94,58.158
5972,133.2,64.377
4729,107.4,49.689
739,134.27,78.543
5336,112.24,51.913
4705,108.78,56.77
5424,146.48,72.703
5455,111.77,62.023
6089,154.34,73.743
2704,139.07,67.695
5809,153.59,43.657
6226,154.8,104.12
1391,132.7,77.21
5467,149.51,55.22
3680,133.73,59.523
1189,134.45,63.638
4454,110.8,64.33
1296,129.97,76.447
5612,148.62,53.815
516,119.85,60.019
308,161.8,58.617
5540,134.23,61.626
6737,129.19,49.862
537,129.93,71.409
7039,133.96,77.271
2363,140.13,57.221
5090,131.12,60.81
1417,112.8,105.25
4046,133.78,63.202
6995,112.86,81.173
6986,132.85,69.459
3441,133.64,64.198
1777,154.64,67.873
5450,148.41,56.72
4253,147.86,56.293
4325,133.8,75.107
4903,120.86,46.333
2232,103.6,89.054
302,161.88,66.41
1248,103.18,104.54
352,109.9,54.243
1994,108.36,106.23
2943,137.93,68.721
298,137.7,81.388
3183,134.39,63.484
3401,137.66,59.974
5069,109.9,58.142
5157,133.77,65.157
1688,142.06,74.553
1147,133.71,77.136
6736,134.32,64.717
1947,133.88,79.926
3451,148.86,56.992
236,134.57,62.749
667,133.22,56.794
7050,134.53,76.588
6434,134.97,64.444
1841,112.96,95.789
3159,133.21,64.799
4733,110.21,59.238
2099,135.07,63.513
1819,133.98,68.989
4620,148.62,56.184
6820,134.29,64.257
4717,145.42,68.09
5278,130.0,54.766
1475,144.53,74.508
5701,134.32,65.302
3298,133.1,61.123
3043,122.05,64.528
5181,133.8,65.475
1256,132.99,86.406
1596,110.7,72.098
3372,134.32,62.584
136,135.34,78.965
6210,131.05,61.9
5713,121.53,63.636
1146,134.2,76.546
828,155.06,67.338
2502,133.72,66.412
6285,150.03,82.404
3564,150.43,47.479
5764,135.76,62.118
5633,139.09,63.642
3479,149.44,55.598
3874,103.61,56.164
6445,163.54,57.6
2797,133.71,64.351
5892,127.82,50.116
7069,159.81,77.17
5902,133.08,63.671
6717,134.27,65.941
1788,133.65,75.721
4034,128.17,50.764
6681,112.01,86.286
3030,153.9,53.344
4552,134.75,62.845
681,133.57,87.062
5885,136.13,71.386
3257,150.89,58.859
5918,139.04,100.39
3671,148.72,56.873
3783,133.78,74.145
5885,131.71,49.302
1483,134.23,81.739
4597,110.78,52.384
3616,148.95,50.674
4222,110.59,48.88
5876,134.3,73.584
3579,133.85,62.229
3478,148.98,55.094
575,109.42,71.069
3297,133.89,62.11
3861,133.73,64.832
4092,147.35,54.375
5429,133.07,65.721
2751,133.27,68.568
267,137.76,78.698
3251,145.95,68.05
5852,109.04,67.402
5483,133.78,67.871
1705,133.53,61.099
864,129.59,65.793
4783,131.31,53.81
4767,111.05,44.938
6415,137.4,70.839
6439,128.02,68.992
558,162.34,72.275
2358,106.59,68.78
6019,124.39,58.869
7091,160.89,71.922
3543,104.02,57.087
7034,130.62,62.388
4943,112.59,47.626
1350,164.85,67.37
3093,133.72,66.741
122,155.12,79.495
1918,123.74,67.563
179,165.51,60.615
4380,135.5,68.538
4370,129.37,52.108
7041,158.55,60.252
1599,133.67,76.528
4225,108.02,47.108
6737,121.93,74.996
2388,131.99,65.332
5759,126.61,68.066
6105,159.83,48.421
15,134.47,83.869
5217,133.76,63.661
269,153.74,76.809
5111,111.04,49.614
993,134.17,64.426
3348,134.0,61.526
1419,133.72,77.142
5802,150.71,58.929
4369,149.4,56.614
3598,150.22,47.425
2674,140.96,58.8
1005,134.69,96.605
1194,133.67,95.115
3942,150.86,51.883
1722,115.63,101.51
4503,127.27,45.962
3762,115.04,47.321
1972,132.53,84.191
2998,133.38,60.907
2481,105.01,62.058
1879,137.05,63.858
4615,127.94,52.541
2594,109.73,72.658
3621,128.27,57.508
4930,122.33,59.661
2325,134.53,56.63
3471,110.76,61.341
2699,133.78,66.128
5788,129.44,49.292
3067,107.48,57.265
1046,135.15,60.358
4115,123.17,66.155
1219,135.11,64.212
595,133.67,77.08
2384,108.96,52.788
3346,140.43,60.231
457,107.87,73.305
5005,134.71,59.991
6089,128.91,62.186
4350,110.35,48.753
6500,134.82,66.975
1067,134.3,57.298
6842,128.89,64.397
5372,133.8,65.151
1743,108.2,96.24
5748,120.86,61.898
4201,127.31,48.522
1241,126.59,68.662
6264,159.59,42.395
3590,133.62,62.577
1611,110.78,64.433
1723,164.19,69.439
314,133.55,70.273
5169,134.04,65.769
990,111.73,103.76
6733,109.37,67.411
1266,132.96,59.907
3507,134.5,62.794
3583,133.75,59.256
1958,160.02,72.596
10,133.67,81.995
6377,156.86,72.002
1406,137.8,63.361
6426,111.36,78.192
6247,133.43,62.997
7236,159.18,50.49
2921,110.81,56.575
2160,131.3,67.67
5583,150.77,52.207
3435,133.81,59.404
3900,135.19,65.583
2276,132.7,68.432
1309,134.61,80.497
1658,135.94,81.496
5587,119.78,57.742
1719,134.83,62.95
5817,148.56,45.844
169,176.55,56.124
4377,109.93,48.715
6361,132.67,64.449
106,139.71,79.374
3172,132.96,75.103
2435,130.61,58.506
1582,134.63,60.234
6818,124.86,63.137
1147,110.92,60.309
1709,162.25,64.184
6576,130.19,58.098
7558,133.67,73.767
4616,126.97,50.234
3530,134.81,66.558
5652,147.78,75.688
2488,133.44,69.67
6851,129.33,62.091
6261,134.94,69.215
3760,127.78,46.605
548,134.81,83.799
2115,122.14,61.376
4143,134.76,65.637
286,133.73,83.333
7038,147.76,72.767
1867,139.15,66.056
329,134.96,59.431
2377,156.81,64.038
1000,131.41,76.201
2949,109.25,68.377
4891,110.03,52.985
932,133.85,82.432
1713,110.57,75.064
6378,133.87,80.891
5411,148.83,49.56
7416,134.17,84.46
7178,164.46,66.957
7140,133.77,70.771
1071,134.61,56.662
3731,134.35,59.044
4475,109.68,49.227
2447,134.65,75.571
3548,133.59,65.599
5645,142.62,61.07
6136,128.47,56.773
5832,105.7,61.621
7318,108.49,85.15
4888,108.87,52.846
2826,132.02,57.397
7270,132.93,83.631
1407,114.89,91.735
7082,132.24,61.33
5277,129.32,54.184
3683,145.23,49.316
6850,134.34,68.654
689,162.0,72.569
1042,111.15,96.248
3303,128.09,47.616
3007,132.81,58.447
4,110.09,100.02
6693,122.19,67.842
6933,133.43,62.335
131,134.64,83.672
1692,137.84,71.253
5530,133.78,67.132
891,111.97,94.657
5981,157.27,64.482
5331,130.26,50.347
7323,134.52,73.333
52,134.3,75.718
6901,130.81,68.946
3060,110.47,51.567
777,133.09,77.292
5134,133.79,69.082
1905,111.32,82.983
4521,130.89,51.192
3533,151.08,44.872
7008,133.06,69.252
4348,138.88,69.049
2819,110.48,56.671
6201,130.01,54.062
2789,105.25,72.398
3885,133.79,67.209
6686,122.65,69.007
1988,153.57,67.671
1589,133.63,72.788
4003,111.02,48.883
2637,156.54,66.845
1705,136.37,68.632
7104,161.2,69.571
935,133.68,82.336
6724,121.63,71.193
6632,121.72,77.149
4499,145.24,64.463
2156,139.74,65.278
3922,133.13,62.771
1208,132.8,68.986
1751,134.72,61.183
5197,135.08,66.775
7419,145.78,78.518
2183,152.19,67.616
3847,108.52,51.923
6520,121.56,64.074
1379,133.04,61.533
348,133.95,60.586
1239,134.64,82.884
3887,132.51,48.123
2988,106.92,54.76
1542,135.72,65.108
499,156.45,78.211
3327,134.7,63.02
4686,110.76,51.405
2778,155.71,56.907
489,133.35,73.838
1673,110.93,99.522
6782,128.7,42.618
5770,109.49,65.789
3757,133.9,72.723
6213,154.33,74.521
3523,133.75,60.777
766,109.24,69.46
292,147.98,70.252
6555,114.85,98.246
4467,148.23,56.109
972,109.49,78.847
1081,125.49,94.14
6588,146.27,61.461
7153,157.99,51.275
4997,134.72,68.818
5011,110.76,56.644
4123,133.13,67.588
3785,110.63,48.986
1435,141.31,60.38
6679,149.87,51.018
3235,132.72,66.884
4402,145.06,56.052
1392,159.47,60.38
498,117.66,98.3
4246,133.43,58.488
4605,136.47,64.354
1262,133.85,60.452
6693,130.68,89.038
6527,113.84,65.104
4535,130.14,55.627
2555,133.21,69.168
4480,108.64,49.076
1818,106.41,71.538
499,129.79,71.562
1850,122.37,70.875
3408,142.56,54.775
5779,119.73,63.986
2670,147.38,68.976
1389,134.01,80.104
1476,131.67,79.597
954,128.94,76.408
890,126.54,73.297
6761,120.53,73.367
2096,113.66,64.55
3222,140.76,58.662
4557,127.56,52.186
4239,112.62,48.469
1193,109.53,88.838
738,156.34,69.97
5541,147.95,45.955
105,104.11,111.25
3245,136.91,73.486
5571,111.76,56.893
6005,111.55,60.815
3289,127.07,52.883
3749,132.81,68.6
3996,134.89,56.29
2859,133.84,56.268
1097,159.52,66.025
4227,143.29,63.524
5963,131.24,50.283
3306,110.02,65.113
4400,128.19,51.561
6809,108.7,62.696
1156,161.04,68.579
3384,139.74,55.508
4320,133.47,58.318
6632,155.05,78.677
5834,148.64,46.424
4553,128.98,50.74
2617,108.73,69.273
7073,146.24,83.616
5783,132.69,69.919
3805,118.89,42.959
278,158.9,67.56
5728,131.38,48.363
6787,129.72,59.609
1075,134.03,75.561
1976,133.76,68.186
4924,110.8,55.721
291,163.32,59.001
7183,134.78,77.903
1560,108.34,63.056
4547,147.59,53.363
2487,133.17,60.015
1124,133.67,79.177
3536,133.26,61.134
